person,county_num,case_year,dob_year,race,sex,court_action,amountpaid,amountdue,probation,imposed,total,suspended,atty
1461,71,2007,1977,W,F,guilty plea,0,3696,0,12,120,108,A-APPOINTED
1462,65,2007,1969,B,M,guilty plea,0,2611,0,0,36,36,A-APPOINTED
1463,3,2011,1986,B,M,guilty plea,0,1520,0,32,32,32,A-APPOINTED
1464,39,2006,1978,W,M,guilty plea,100,4878,0,18,180,156,A-APPOINTED; R-RETAINED
1465,54,2009,1987,B,M,guilty plea,856.56,3665,0,0,96,96,A-APPOINTED
1466,52,2008,1984,W,M,guilty plea,137,3180,0,24,60,36,A-APPOINTED
1467,61,2006,1970,W,M,guilty plea,0,8558,36,12,120,108,A-APPOINTED
1468,17,2005,1975,W,F,guilty plea,1765,1765,0,0,60,60,R-RETAINED
1469,3,2006,1957,W,M,guilty plea,2405,2405,24,60,240,180,A-APPOINTED
1470,1,2008,1989,W,M,guilty plea,1175,1175,0,0,168,168,A-APPOINTED
1471,4,2007,1984,W,M,guilty plea,259,1542,0,72,72,0,A-APPOINTED
1472,26,2006,1984,B,M,guilty plea,0,3611,0,60,60,60,A-APPOINTED
1473,62,2008,1979,B,M,guilty plea,0,5349,0,60,60,0,A-APPOINTED
1474,68,2009,1971,B,M,guilty plea,145,882.7,0,0,180,180,NA
1475,11,2008,1970,W,F,guilty plea,300,1522,0,0,36,36,A-APPOINTED
1476,50,2006,1960,W,M,guilty plea,916.18,920.18,0,180,180,180,R-RETAINED
1477,52,2008,1967,W,M,guilty plea,0,1381,0,120,120,0,A-APPOINTED
1478,61,2007,1975,W,F,guilty plea,700,2818,0,0,36,36,R-RETAINED
1479,1,2008,1973,B,M,convicted,159,159,36,18,60,42,A-APPOINTED
1480,11,2010,1982,W,M,guilty plea,0,67574,0,12,120,108,A-APPOINTED
1481,47,2009,1964,B,M,guilty plea,333,4492,0,0,84,84,A-APPOINTED
1482,1,2009,1983,W,M,guilty plea,362,2024,0,0,24,24,R-RETAINED
1483,2,2006,1981,W,F,guilty plea,311,311,0,0,120,120,R-RETAINED
1484,61,2009,1977,B,M,guilty plea,0,2803,0,180,180,0,A-APPOINTED
1485,2,2009,1987,B,M,guilty plea,212,1350,0,0,60,60,R-RETAINED
1486,68,2008,1980,W,M,guilty plea,0,606,0,12,36,24,A-APPOINTED
1487,11,2008,1962,W,M,guilty plea,0,7187,0,1188,1188,0,R-RETAINED
1488,3,2011,1992,B,M,guilty plea,0,2791,36,36,120,84,A-APPOINTED
1489,58,2010,1970,W,F,guilty plea,871,871,0,0,120,120,P-PUBLIC
1490,61,2011,1971,B,M,guilty plea,1425,3076,0,60,60,0,A-APPOINTED
1491,11,2011,1977,W,F,convicted,335,4459,0,240,240,240,A-APPOINTED
1492,47,2008,1970,B,M,convicted,0,8721,0,6,60,60,A-APPOINTED
1493,23,2010,1962,B,M,guilty plea,0,1714,0,60,60,48,A-APPOINTED
1494,47,2009,1966,W,M,guilty plea,1317,16466,0,0,36,36,A-APPOINTED
1495,47,2008,1971,B,F,guilty plea,210,913,0,0,48,48,A-APPOINTED
1496,18,2009,1975,W,F,guilty plea,0,3742,0,60,60,0,A-APPOINTED
1497,57,2010,1982,W,F,guilty plea,90,6626,0,32,32,32,A-APPOINTED
1498,42,2007,1983,B,M,guilty plea,2661,8859,0,0,120,120,A-APPOINTED
1499,38,2007,1985,B,M,guilty plea,635,6878,0,24,24,0,NA
1500,31,2010,1973,B,M,guilty plea,0,9369,0,36,144,108,A-APPOINTED
1501,21,2006,1968,B,M,guilty plea,0,674.72,0,36,180,144,A-APPOINTED
1502,11,2007,1963,B,M,guilty plea,0,460,0,180,180,144,A-APPOINTED
1503,2,2008,1988,W,F,guilty plea,584.29,1140,0,36,36,0,NA
1504,8,2010,1980,W,M,guilty plea,3217,3217,0,2,48,48,A-APPOINTED
1505,1,2010,1948,W,M,guilty plea,965,1713,0,36,120,108,A-APPOINTED
1506,5,2005,1978,B,M,guilty plea,850.05,4371,0,0,120,120,A-APPOINTED
1507,5,2005,1960,W,M,guilty plea,1154,1768,0,24,120,96,R-RETAINED
1508,17,2005,1973,B,M,guilty plea,100,3975,0,60,60,24,A-APPOINTED; R-RETAINED
1509,68,2010,1968,B,M,guilty plea,645,645,0,0,24,24,A-APPOINTED
1510,38,2011,1976,B,M,guilty plea,0,6486,0,240,240,0,C-CONTRACT
1511,38,2007,1978,W,M,guilty plea,28,1980,0,240,240,228,C-CONTRACT
1512,3,2008,1985,B,M,guilty plea,0,5432,0,240,240,0,A-APPOINTED
1513,47,2009,1985,W,M,guilty plea,1498,1498,0,0,60,60,R-RETAINED
1514,30,2008,1985,W,M,guilty plea,0,744.9,0,0,60,60,A-APPOINTED
1515,68,2009,1987,B,M,guilty plea,690,1911,0,12,36,24,A-APPOINTED
1516,43,2006,1976,W,M,guilty plea,2526,2526,0,12,48,36,R-RETAINED
1517,11,2005,1981,W,M,guilty plea,3232,3232,0,0,24,24,A-APPOINTED
1518,67,2007,1977,W,F,guilty plea,2181,2181,0,0,60,60,A-APPOINTED
1519,25,2007,1977,W,M,guilty plea,0,5286,0,180,180,0,A-APPOINTED
1520,12,2009,1978,B,F,guilty plea,0,4015,0,0,31,31,A-APPOINTED
1521,3,2009,1992,B,M,guilty plea,120,3882,24,36,36,33,A-APPOINTED
1522,67,2010,1976,W,M,guilty plea,50,1515,0,144,144,0,A-APPOINTED
1523,30,2007,1975,W,F,guilty plea,353,4972,0,0,60,60,A-APPOINTED
1524,2,2010,1961,B,M,guilty plea,5046,13614,0,0,60,60,R-RETAINED
1525,75,2010,1977,W,F,guilty plea,390,1471,24,115,115,102,A-APPOINTED
1526,5,2008,1977,W,F,guilty plea,1836,1836,0,0,96,96,C-CONTRACT
1527,57,2007,1975,W,F,guilty plea,25,4434,23,2,23,21,R-RETAINED
1528,63,2006,1983,B,M,guilty plea,0,1973,0,48,48,0,P-PUBLIC
1529,1,2008,1984,B,M,guilty plea,165.62,538.2,0,180,180,0,R-RETAINED
1530,2,2010,1960,B,M,convicted,0,826.8,0,240,240,0,A-APPOINTED
1531,14,2007,1982,W,M,guilty plea,950,2283,0,0,12,12,A-APPOINTED
1532,61,2011,1955,W,M,guilty plea,50,5524,0,4,4,0,A-APPOINTED
1533,12,2007,1988,B,M,guilty plea,0,2866,0,20,20,26,A-APPOINTED
1534,3,2011,1965,W,F,guilty plea,0,1564,36,0,180,180,A-APPOINTED
1535,38,2005,1978,B,M,guilty plea,0,2577,0,120,120,0,R-RETAINED
1536,11,2011,1973,W,M,guilty plea,1960,3948,0,0,120,120,R-RETAINED
1537,38,2005,1984,W,F,guilty plea,8651,8651,0,48,48,0,C-CONTRACT
1538,75,2010,1986,B,M,guilty plea,0,2904,0,36,180,144,A-APPOINTED
1539,3,2008,1973,B,M,guilty plea,40,852.5,0,0,36,36,A-APPOINTED
1540,20,2009,1980,W,F,guilty plea,750,2358,0,36,36,0,A-APPOINTED
1541,62,2010,1982,B,M,guilty plea,0,871.1,0,0,36,36,A-APPOINTED
1542,31,2008,1989,B,M,guilty plea,135,10281,0,3,168,168,NA
1543,5,2007,1963,W,M,guilty plea,3119,4473,0,240,240,240,NA
1544,2,2010,1982,W,M,guilty plea,251,1143,0,0,36,36,A-APPOINTED
1545,1,2007,1986,B,M,convicted,0,678,0,0,0,0,A-APPOINTED
1546,57,2011,1966,W,M,guilty plea,3960,4426,0,0,23,23,A-APPOINTED
1547,1,2008,1968,B,M,guilty plea,0,494,0,13,156,156,R-RETAINED
1548,9,2010,1991,B,M,guilty plea,0,42,0,12,36,24,A-APPOINTED
1549,3,2005,1977,B,M,guilty plea,0,3503,0,24,120,96,A-APPOINTED
1550,2,2007,1980,W,M,guilty plea,210,1147,0,0,36,36,R-RETAINED
1551,29,2009,1959,B,M,guilty plea,0,1482,0,6,54,48,NA
1552,57,2009,1975,B,M,guilty plea,4740,10082,0,0,26,26,A-APPOINTED
1553,38,2005,1965,B,F,guilty plea,0,3071,0,240,240,0,C-CONTRACT
1554,13,2011,1975,W,M,guilty plea,412.35,889.5,0,36,240,204,A-APPOINTED
1555,61,2007,1971,B,M,guilty plea,0,3887,0,8,8,8,A-APPOINTED
1556,47,2010,1970,W,M,guilty plea,1666,9186,0,0,120,120,NA
1557,31,2008,1983,W,M,guilty plea,987,5028,0,36,36,0,NA
1558,3,2006,1956,B,M,guilty plea,0,2023,0,120,120,108,A-APPOINTED
1559,17,2008,1989,W,M,guilty plea,0,452.4,0,60,60,60,A-APPOINTED
1560,47,2006,1966,B,F,guilty plea,372,2521,0,0,120,120,A-APPOINTED
1561,71,2006,1957,B,F,guilty plea,0,2908,0,36,36,36,A-APPOINTED
1562,63,2006,1951,W,M,guilty plea,1951,1951,0,0,13,13,R-RETAINED
1563,1,2008,1977,B,M,guilty plea,400,2054,0,0,180,180,A-APPOINTED
1564,5,2005,1962,W,M,guilty plea,5600,6185,0,36,36,0,A-APPOINTED
1565,1,2007,1983,B,M,guilty plea,0,650,0,0,12,12,A-APPOINTED
1566,25,2010,1979,W,M,guilty plea,991,12419,0,0,40,40,R-RETAINED
1567,38,2008,1973,W,M,guilty plea,4433,4433,0,36,36,0,C-CONTRACT
1568,20,2009,1980,W,M,guilty plea,896,896,0,24,24,24,A-APPOINTED
1569,1,2010,1963,W,M,convicted,0,423,0,60,180,180,A-APPOINTED
1570,68,2008,1982,W,F,guilty plea,346,346,0,120,120,96,R-RETAINED
1571,1,2005,1972,B,M,guilty plea,520,520,0,24,24,24,R-RETAINED
1572,75,2009,1981,W,M,guilty plea,0,2522,0,120,120,96,A-APPOINTED
1573,61,2007,1986,B,M,convicted,100,6059,0,288,288,0,R-RETAINED
1574,50,2010,1974,W,M,guilty plea,1586,1586,0,0,36,36,A-APPOINTED
1575,31,2011,1966,W,F,guilty plea,1310,6154,0,36,120,84,NA
1576,11,2005,1974,W,M,guilty plea,3293,7061,0,36,240,204,R-RETAINED
1577,47,2005,1961,B,M,guilty plea,0,1250,0,120,120,120,A-APPOINTED
1578,29,2007,1988,W,M,guilty plea,0,10673,0,18,60,36,R-RETAINED
1579,2,2007,1975,W,F,guilty plea,390.28,620.75,0,180,180,0,R-RETAINED
1580,25,2007,1961,W,F,guilty plea,565,565,0,36,36,36,R-RETAINED
1581,63,2010,1972,W,M,guilty plea,1263,1263,48,240,240,204,R-RETAINED
1582,47,2010,1984,B,M,guilty plea,0,12795,0,120,120,0,R-RETAINED
1583,1,2010,1964,W,F,guilty plea,0,10237,0,36,240,204,R-RETAINED
1584,5,2011,1987,W,M,guilty plea,0,2427,0,144,144,0,NA
1585,2,2006,1977,W,M,guilty plea,469,469,0,3,24,24,R-RETAINED
1586,69,2010,1964,W,M,guilty plea,1470,74419,0,36,180,144,A-APPOINTED
1587,38,2006,1959,B,M,guilty plea,0,7960,0,120,120,0,C-CONTRACT
1588,11,2007,1972,W,M,guilty plea,420,2234,0,4,36,36,A-APPOINTED
1589,61,2010,1980,W,M,guilty plea,720.58,1459,0,180,180,0,A-APPOINTED
1590,3,2007,1972,B,M,guilty plea,150,9740,0,0,60,60,A-APPOINTED
1591,2,2009,1977,B,M,guilty plea,0,580,0,36,240,204,R-RETAINED
1592,47,2011,1962,W,M,guilty plea,40,2285,0,0,60,60,A-APPOINTED
1593,41,2009,1985,B,M,guilty plea,205,4691,0,0,97,97,A-APPOINTED
1594,26,2005,1971,B,M,guilty plea,1781,1781,0,60,60,60,A-APPOINTED
1595,55,2009,1978,W,M,guilty plea,0,1511,0,36,36,36,A-APPOINTED
1596,48,2011,1982,B,M,guilty plea,401,1532,0,6,48,48,A-APPOINTED
1597,5,2008,1978,B,M,guilty plea,90,3731,36,60,60,60,NA
1598,58,2010,1974,W,F,guilty plea,230,2629,0,36,36,36,P-PUBLIC
1599,27,2006,1962,B,M,guilty plea,40,1856,0,10,168,168,A-APPOINTED
1600,32,2005,1952,B,M,guilty plea,4210,4210,0,4,48,48,A-APPOINTED
1601,63,2006,1977,W,M,guilty plea,0,1200,0,20,72,52,A-APPOINTED
1602,1,2008,1969,W,F,guilty plea,0,536,0,36,180,168,A-APPOINTED
1603,7,2011,1988,W,F,guilty plea,874,1753,0,24,96,96,A-APPOINTED
1604,47,2007,1965,W,M,guilty plea,1415,1415,0,120,120,108,A-APPOINTED
1605,49,2006,1952,W,M,guilty plea,606,5709,0,0,120,120,NA
1606,68,2011,1971,B,M,guilty plea,420,587.1,0,0,60,60,A-APPOINTED
1607,24,2011,1976,W,M,convicted,0,1115,0,240,240,0,A-APPOINTED
1608,1,2008,1981,B,F,guilty plea,0,2171,0,48,48,48,A-APPOINTED
1609,61,2005,1985,W,M,guilty plea,1226,2057,0,0,60,60,R-RETAINED
1610,18,2007,1964,W,M,guilty plea,0,6948,0,22,22,22,A-APPOINTED
1611,63,2007,1972,W,M,guilty plea,1518,1518,60,12,96,84,P-PUBLIC
1612,63,2009,1989,B,M,guilty plea,0,3685,36,10,60,50,A-APPOINTED
1613,12,2007,1973,W,F,guilty plea,0,2305,0,0,36,36,A-APPOINTED
1614,31,2010,1984,B,M,guilty plea,0,0,0,60,240,180,NA
1615,47,2009,1968,W,F,guilty plea,3511,3511,0,0,24,24,A-APPOINTED
1616,52,2006,1961,W,F,guilty plea,1284,1284,0,240,240,0,A-APPOINTED
1617,19,2007,1987,W,F,guilty plea,350,758.3,0,0,36,36,A-APPOINTED
1618,43,2006,1980,B,F,guilty plea,3011,3011,0,36,36,0,A-APPOINTED
1619,29,2009,1975,B,M,guilty plea,0,2085,0,105,105,0,R-RETAINED
1620,2,2009,1991,B,M,guilty plea,0,521.3,0,12,120,108,R-RETAINED
1621,4,2011,1985,W,M,guilty plea,727,727,0,14,180,180,A-APPOINTED
1622,2,2007,1986,B,M,guilty plea,0,1914,0,1,24,24,A-APPOINTED
1623,47,2009,1977,W,M,guilty plea,0,2827,0,12,108,96,A-APPOINTED
1624,27,2009,1978,B,M,guilty plea,1455,1455,0,0,60,60,NA
1625,55,2008,1981,B,M,guilty plea,1567,1567,0,12,60,48,A-APPOINTED
1626,5,2005,1977,W,M,guilty plea,0,414.5,0,120,120,0,R-RETAINED
1627,2,2008,1968,W,M,guilty plea,1505,1505,0,12,108,96,A-APPOINTED
1628,47,2010,1954,W,M,guilty plea,1634,1634,0,24,180,156,A-APPOINTED
1629,50,2011,1982,W,M,guilty plea,35,119,0,104,196,92,A-APPOINTED
1630,1,2010,1978,B,M,guilty plea,0,4327,0,31,154,123,R-RETAINED
1631,44,2006,1975,B,M,guilty plea,18.41,584,0,180,180,0,A-APPOINTED
1632,50,2009,1981,W,M,guilty plea,527,1207,0,0,36,36,R-RETAINED
1633,1,2007,1947,W,M,guilty plea,2072,2072,0,8,108,108,A-APPOINTED
1634,1,2008,1968,B,F,guilty plea,356,356,0,36,36,0,A-APPOINTED
1635,7,2005,1978,B,M,guilty plea,85,2645,0,12,120,108,R-RETAINED
1636,11,2005,1987,B,M,guilty plea,0,1734,0,300,300,0,R-RETAINED
1637,58,2010,1985,W,M,guilty plea,0,871,0,120,120,0,P-PUBLIC
1638,38,2007,1953,W,M,guilty plea,0,2273,0,168,168,0,R-RETAINED
1639,58,2006,1987,W,M,guilty plea,0,320,0,60,240,180,R-RETAINED
1640,1,2009,1984,W,M,guilty plea,500,1912,0,0,24,24,A-APPOINTED
1641,52,2009,1982,W,M,guilty plea,1344,1344,0,0,120,120,A-APPOINTED
1642,68,2009,1980,B,M,guilty plea,0,534.3,0,36,36,0,R-RETAINED
1643,47,2005,1960,B,M,guilty plea,800,6799,0,0,120,120,A-APPOINTED
1644,63,2005,1984,W,M,guilty plea,345.8,345.8,0,24,24,24,R-RETAINED
1645,32,2011,1976,W,M,guilty plea,872,2571,0,0,36,36,A-APPOINTED
1646,30,2010,1988,B,M,guilty plea,614.08,2255,0,24,30,30,A-APPOINTED
1647,34,2006,1981,W,M,guilty plea,1455,2289,0,720,720,0,A-APPOINTED
1648,31,2005,1978,W,M,guilty plea,587,1033,0,120,120,0,R-RETAINED
1649,52,2005,1981,W,M,guilty plea,0,1474,0,60,60,36,A-APPOINTED
1650,14,2007,1976,B,M,guilty plea,0,10102,0,12,180,168,R-RETAINED
1651,1,2011,1968,W,M,guilty plea,198,3158,0,0,180,180,R-RETAINED
1652,33,2008,1982,W,M,guilty plea,9,2688,0,180,180,0,R-RETAINED
1653,63,2007,1982,B,M,guilty plea,2015,2015,0,36,36,0,A-APPOINTED
1654,12,2005,1978,W,M,guilty plea,0,6396,0,36,240,204,A-APPOINTED
1655,2,2006,1977,B,M,guilty plea,0,2611,72,12,240,226,A-APPOINTED
1656,43,2008,1981,W,M,guilty plea,0,5793,0,24,24,12,R-RETAINED
1657,1,2011,1986,B,M,guilty plea,0,375,0,12,120,108,R-RETAINED
1658,47,2009,1983,W,M,guilty plea,0,19957,0,180,180,0,A-APPOINTED
1659,5,2011,1990,W,F,guilty plea,3746,3746,0,120,120,108,C-CONTRACT
1660,25,2005,1976,W,M,guilty plea,0,1378,0,0,24,24,A-APPOINTED
1661,31,2006,1965,W,M,guilty plea,0,7471,0,180,180,0,NA
1662,1,2008,1984,W,M,convicted,571,571,0,0,120,120,A-APPOINTED
1663,2,2005,1976,B,M,guilty plea,609,609,0,36,180,144,R-RETAINED
1664,52,2010,1985,B,M,guilty plea,411,3220,48,36,180,180,R-RETAINED
1665,27,2006,1973,W,F,guilty plea,1408,1408,0,60,60,60,A-APPOINTED
1666,17,2011,1966,W,F,guilty plea,240,722,0,60,60,0,A-APPOINTED
1667,16,2008,1949,B,M,guilty plea,1557,1557,0,36,144,108,R-RETAINED; C-CONTRACT
1668,22,2005,1946,W,M,guilty plea,4507,4507,0,0,60,60,R-RETAINED
1669,47,2007,1985,B,M,convicted,0,3793,0,1188,1188,0,A-APPOINTED
1670,63,2011,1983,W,F,guilty plea,1604,1604,0,48,48,0,A-APPOINTED
1671,3,2006,1979,B,F,guilty plea,2633,2633,36,0,36,36,A-APPOINTED
1672,3,2008,1955,B,M,guilty plea,0,591.5,0,12,180,168,A-APPOINTED
1673,52,2011,1983,W,M,guilty plea,0,1250,0,24,180,156,C-CONTRACT
1674,3,2005,1954,B,M,guilty plea,330,5949,0,60,60,48,A-APPOINTED
1675,11,2010,1980,W,M,guilty plea,0,375,0,36,180,144,NA
1676,75,2011,1985,W,M,guilty plea,196.26,3062,0,36,36,36,A-APPOINTED
1677,41,2010,1984,B,F,guilty plea,260,1568,0,12,31,19,A-APPOINTED
1678,28,2007,1963,W,M,guilty plea,150,3730,0,180,180,0,A-APPOINTED
1679,33,2009,1971,W,M,guilty plea,0,2049,0,240,240,0,A-APPOINTED
1680,38,2010,1982,B,M,guilty plea,0,0,0,115,115,0,C-CONTRACT
1681,1,2006,1976,W,M,guilty plea,414,414,0,180,180,156,A-APPOINTED
1682,3,2011,1955,W,M,guilty plea,0,1352,0,0,120,120,A-APPOINTED
1683,1,2005,1978,B,M,guilty plea,2051,2051,0,0,144,144,NA
1684,29,2005,1983,B,M,guilty plea,0,1047,0,180,180,0,A-APPOINTED
1685,75,2006,1971,W,M,guilty plea,962.5,962.5,0,0,36,36,A-APPOINTED
1686,2,2009,1958,B,M,guilty plea,0,0,0,12,120,108,A-APPOINTED
1687,2,2005,1971,W,M,guilty plea,1725,1725,0,180,180,0,R-RETAINED
1688,38,2005,1970,W,M,guilty plea,5178,5178,0,48,48,0,NA
1689,5,2007,1977,W,M,guilty plea,1948,1948,0,12,12,72,C-CONTRACT
1690,3,2010,1967,W,M,convicted,2366,12419,0,60,240,180,A-APPOINTED
1691,29,2010,1967,W,M,guilty plea,153,2074,0,204,204,42,R-RETAINED
1692,71,2007,1982,B,M,guilty plea,0,3281,0,8,60,48,A-APPOINTED
1693,13,2010,1955,W,M,guilty plea,1263,1263,0,0,36,36,A-APPOINTED
1694,40,2005,1984,B,M,guilty plea,155,2294,0,12,60,48,R-RETAINED
1695,2,2005,1978,A,M,guilty plea,0,2070,0,60,60,0,R-RETAINED
1696,38,2009,1981,W,M,guilty plea,0,5565,0,180,180,0,C-CONTRACT
1697,33,2005,1969,W,F,guilty plea,0,3065,0,0,120,120,A-APPOINTED
1698,47,2008,1976,W,F,guilty plea,0,4137,0,72,72,0,NA
1699,41,2009,1969,W,F,guilty plea,0,3520,0,60,60,0,A-APPOINTED
1700,40,2010,1977,W,M,guilty plea,0,0,0,24,96,96,A-APPOINTED
1701,53,2010,1980,W,M,guilty plea,0,0,0,0,0,0,A-APPOINTED
1702,55,2006,1983,B,M,guilty plea,59.45,2778,0,240,240,204,A-APPOINTED
1703,4,2007,1983,B,M,guilty plea,0,3138,24,0,48,48,A-APPOINTED
1704,63,2008,1988,B,M,guilty plea,0,445.9,0,0,36,36,P-PUBLIC
1705,1,2005,1981,B,M,guilty plea,0,492,0,240,240,0,A-APPOINTED
1706,70,2006,1966,W,F,guilty plea,1885,1969,0,0,13,13,NA
1707,5,2008,1986,W,M,guilty plea,3507,37450,0,0,120,120,C-CONTRACT
1708,41,2007,1980,W,M,guilty plea,10595,262245,0,0,12,12,R-RETAINED
1709,57,2010,1971,W,F,guilty plea,1827,4089,0,18,18,0,A-APPOINTED
1710,63,2009,1981,B,M,guilty plea,100,35197,0,17,108,108,A-APPOINTED
1711,12,2008,1984,B,M,guilty plea,120,3538,0,24,24,24,A-APPOINTED
1712,28,2010,1984,W,F,guilty plea,1031,1031,0,0,60,60,A-APPOINTED
1713,12,2009,1988,B,M,guilty plea,30,2085,0,24,120,96,A-APPOINTED
1714,26,2010,1960,W,M,guilty plea,2066,2066,0,39,39,39,R-RETAINED
1715,2,2007,1962,W,M,guilty plea,0,303,0,60,240,180,A-APPOINTED
1716,38,2005,1982,W,M,guilty plea,0,2745,0,120,120,0,NA
1717,64,2006,1970,B,M,guilty plea,130,4099,60,60,60,60,A-APPOINTED
1718,1,2009,1985,B,M,guilty plea,1554,1554,0,0,12,12,A-APPOINTED; R-RETAINED
1719,63,2005,1984,W,M,guilty plea,0,405.6,0,24,24,0,P-PUBLIC
1720,63,2009,1950,B,M,guilty plea,0,13809,0,115,115,0,A-APPOINTED; R-RETAINED
1721,43,2008,1987,B,M,guilty plea,1060,2957,0,36,36,0,A-APPOINTED
1722,26,2006,1977,B,M,guilty plea,0,4337,0,120,120,120,A-APPOINTED
1723,52,2009,1981,W,M,guilty plea,888.34,8415,48,60,60,60,A-APPOINTED
1724,2,2009,1984,W,M,guilty plea,0,659.1,0,40,40,0,R-RETAINED
1725,51,2010,1977,B,M,guilty plea,96,1012,0,12,12,0,A-APPOINTED
1726,2,2005,1971,W,M,guilty plea,1557,1557,0,3,48,48,R-RETAINED
1727,2,2007,1973,B,M,guilty plea,0,2151,0,0,60,60,R-RETAINED
1728,55,2010,1978,W,M,guilty plea,0,0,0,5,36,36,R-RETAINED
1729,5,2008,1962,B,M,guilty plea,550,3001,0,0,60,60,R-RETAINED
1730,2,2005,1966,W,M,convicted,0,513,0,0,0,0,R-RETAINED
1731,11,2008,1983,B,M,guilty plea,0,2272,0,60,60,60,A-APPOINTED
1732,1,2011,1979,W,M,guilty plea,0,2094,0,6,120,120,A-APPOINTED
1733,52,2009,1978,B,M,guilty plea,1057,3057,0,60,120,84,A-APPOINTED
1734,11,2007,1958,W,M,guilty plea,60,3827,0,13,13,13,A-APPOINTED
1735,34,2011,1963,B,M,guilty plea,0,4498,0,180,180,0,A-APPOINTED
1736,57,2006,1970,W,F,guilty plea,48,1831,0,0,0,24,A-APPOINTED
1737,47,2006,1972,B,M,guilty plea,0,1236,0,120,120,120,A-APPOINTED
1738,7,2006,1987,B,M,guilty plea,24,7173,0,0,36,36,A-APPOINTED
1739,3,2007,1954,W,M,guilty plea,36092,36092,0,6,24,24,R-RETAINED
1740,3,2006,1976,W,M,guilty plea,0,833,0,360,360,0,NA
1741,31,2010,1974,W,M,guilty plea,0,61412,0,540,540,0,A-APPOINTED
1742,31,2008,1986,B,M,guilty plea,0,59306,0,18,156,156,A-APPOINTED
1743,1,2008,1973,B,M,guilty plea,0,1200,0,24,156,156,R-RETAINED
1744,4,2011,1991,W,F,guilty plea,5212,17576,0,2,60,58,R-RETAINED
1745,38,2009,1984,B,M,guilty plea,58,67461,0,180,180,156,C-CONTRACT
1746,1,2009,1985,W,M,guilty plea,0,52433,0,120,120,0,R-RETAINED
1747,68,2008,1981,B,M,guilty plea,1762,9057,0,60,240,180,NA
1748,26,2006,1971,B,M,guilty plea,965,4574,0,0,36,36,A-APPOINTED; R-RETAINED
1749,1,2008,1971,B,F,guilty plea,0,2393,0,30,30,0,A-APPOINTED
1750,61,2011,1957,W,F,guilty plea,7611,89483,0,6,69,63,A-APPOINTED
1751,44,2005,1984,B,M,guilty plea,0,1667,0,180,180,180,A-APPOINTED
1752,34,2006,1966,B,M,guilty plea,2237,2237,0,0,36,36,A-APPOINTED
1753,59,2006,1968,W,F,guilty plea,480,480,0,24,24,24,A-APPOINTED
1754,18,2010,1980,W,M,guilty plea,0,813.8,0,5,6,6,R-RETAINED
1755,2,2010,1985,B,F,guilty plea,384,430,0,0,36,36,A-APPOINTED
1756,1,2007,1960,W,M,guilty plea,200,3307,0,0,24,24,A-APPOINTED
1757,31,2008,1973,W,F,guilty plea,410,15486,0,0,120,120,NA
1758,47,2009,1963,B,F,guilty plea,0,3032,0,0,120,120,A-APPOINTED
1759,2,2007,1942,W,M,guilty plea,30,2024,0,1,48,48,R-RETAINED
1760,63,2008,1957,B,M,guilty plea,100,402.9,0,27,27,27,A-APPOINTED
1761,68,2008,1983,B,M,guilty plea,3822,4306,0,0,24,24,A-APPOINTED
1762,2,2011,1977,W,M,guilty plea,0,1788,0,12,84,72,A-APPOINTED
1763,14,2010,1987,W,M,guilty plea,314.97,2978,0,0,36,36,A-APPOINTED
1764,63,2006,1972,B,M,guilty plea,75,3194,0,36,120,84,NA
1765,47,2006,1965,B,M,guilty plea,0,2087,0,36,180,144,A-APPOINTED
1766,1,2010,1977,B,F,guilty plea,498.5,498.5,0,144,144,144,A-APPOINTED
1767,1,2010,1989,B,M,guilty plea,0,589,0,36,240,204,A-APPOINTED
1768,68,2011,1983,B,M,guilty plea,0,375,0,180,180,0,A-APPOINTED
1769,70,2011,1982,B,M,guilty plea,0,3166,0,3,30,30,A-APPOINTED
1770,57,2006,1959,W,M,guilty plea,4564,4564,14,6,20,14,R-RETAINED
1771,2,2007,1982,B,M,guilty plea,0,2030,0,0,36,36,NA
1772,2,2011,1966,B,M,guilty plea,0,626,0,12,180,168,A-APPOINTED
1773,47,2005,1967,W,M,guilty plea,2144,2427,0,36,120,84,A-APPOINTED
1774,49,2010,1967,W,F,guilty plea,2125,3168,0,0,96,96,A-APPOINTED
1775,25,2011,1980,W,M,guilty plea,185.87,11687,0,96,96,0,A-APPOINTED
1776,38,2009,1981,W,F,guilty plea,905,8747,0,36,36,0,NA
1777,42,2007,1981,W,M,guilty plea,0,341,0,15,48,48,A-APPOINTED
1778,65,2005,1984,I,M,guilty plea,136,2409,0,2,36,36,A-APPOINTED
1779,38,2009,1956,W,M,guilty plea,0,3311,0,180,180,0,C-CONTRACT
1780,63,2007,1982,W,M,guilty plea,0,507.4,60,120,120,96,P-PUBLIC
1781,47,2010,1972,W,F,guilty plea,0,5275,0,0,48,48,A-APPOINTED
1782,5,2007,1959,W,M,guilty plea,0,10814,0,0,60,60,C-CONTRACT
1783,68,2005,1948,W,M,guilty plea,414,414,0,1,48,48,R-RETAINED
1784,53,2006,1972,B,M,guilty plea,395,4184,0,6,84,84,A-APPOINTED
1785,52,2008,1982,B,M,guilty plea,36.2,2607,0,240,240,0,A-APPOINTED
1786,47,2011,1976,B,F,guilty plea,422,3029,0,0,60,60,A-APPOINTED
1787,47,2006,1962,W,M,guilty plea,1990,1990,0,0,13,13,NA
